,popularity,artist_name,track_name,track_id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
34,83,Post Malone,rockstar (feat. 21 Savage),0e7ipj03S05BNilyu5bRzt,0.585,0.52,5,-6.136,0,0.0712,0.124,7.01e-05,0.131,0.129,159.801,218147,4
35,18,Riff Raff,Rookie of the Year 2013,4KoDsg2EbYPgqpXSrKqB7F,0.773,0.859,2,-6.459,1,0.0573,0.0044,0.00711,0.117,0.577,159.955,121500,4
36,83,girl in red,we fell in love in october,1BYZxKSf0aTxp8ZFoeyM3d,0.566,0.366,7,-12.808,1,0.028,0.113,0.181,0.155,0.237,129.959,184154,4
37,44,Fleetwood Mac,Seven Wonders - 2018 Remaster,7KNaPF03g5WMAy8PsaW57k,0.706,0.628,4,-9.446,1,0.0303,0.0219,8.58e-05,0.108,0.635,119.062,219013,4
38,78,Juice WRLD,Lean Wit Me,3oDkdAySo1VQQG0ptV7uwa,0.665,0.651,1,-5.515,1,0.156,0.0414,0.0,0.0896,0.237,163.935,175755,4
39,16,KOREAN,2018,7nacp25iHp37BdjPFdSdgZ,0.639,0.258,2,-8.676,1,0.106,0.875,0.00115,0.111,0.209,57.465,183301,4
40,78,Lil Baby,Pure Cocaine,577YBGuskWkVDCxZrLRB4v,0.964,0.487,10,-6.071,0,0.421,0.00127,6.57e-06,0.115,0.107,127.05,154024,4
41,22,Tori Amos,Pretty Good Year - 2015 Remaster,70euagGKfDWkSQCoZtHFdh,0.388,0.195,6,-14.857,1,0.0339,0.933,3.97e-06,0.0989,0.321,133.152,205640,4
42,79,Mac Miller,Self Care,5bJ1DrEM4hNCafcDd1oxHx,0.52,0.538,1,-8.109,1,0.206,0.367,0.00187,0.119,0.177,141.894,345133,4
43,39,Fleetwood Mac,Sentimental Lady - 2018 Remaster,58gin7AIJheIrPffOdiE1z,0.438,0.56,4,-8.756,1,0.0379,0.576,6.7e-05,0.139,0.567,74.564,182587,4
44,90,Calvin Harris,One Kiss (with Dua Lipa),7ef4DlsgrMEH11cDZd32M6,0.791,0.862,9,-3.24,0,0.11,0.037,2.19e-05,0.0814,0.592,123.994,214847,4
45,24,League of Legends,2018 Mid-Season Invitational Theme (feat. Danger),4h6rjpHv0qmNss08JCP6OU,0.504,0.717,8,-9.722,1,0.0362,0.0893,0.909,0.15,0.155,123.018,142439,4
46,82,Post Malone,Sunflower - Spider-Man: Into the Spider-Verse,3KkXRkHbMCARz0aVfEt68P,0.76,0.479,2,-5.574,1,0.0466,0.556,0.0,0.0703,0.913,89.911,158040,4
47,63,David Bowie,Golden Years - 2016 Remaster,4JRem7xHp2l0kmUvt9zCKu,0.68,0.701,6,-10.36,0,0.036,0.316,4.72e-06,0.111,0.933,108.287,243280,4
48,82,Kendrick Lamar,All The Stars (with SZA),3GCdLUSnKSMJhs4Tj6CV3s,0.698,0.633,8,-4.946,1,0.0597,0.0605,0.000194,0.0926,0.552,96.924,232187,4
49,42,Fleetwood Mac,Don't Stop - 2018 Remaster,0JWqhXZWac03JFnt6qafGG,0.687,0.734,9,-7.821,1,0.0369,0.032,0.000369,0.0515,0.786,118.865,193733,4
50,81,Metro Boomin,Space Cadet (feat. Gunna),1fewSx2d5KIZ04wsooEBOz,0.901,0.464,5,-9.789,0,0.0645,0.368,1.71e-05,0.238,0.638,109.004,203267,4
51,56,Iron Maiden,Wasted Years - 2015 Remaster,2V0T2LS0pf2r3EFpOEkZFO,0.314,0.959,4,-4.657,0,0.0908,0.0263,0.000148,0.161,0.492,154.221,309640,4
52,82,XXXTENTACION,SAD!,3ee8Jmje8o58CHK66QrVC2,0.74,0.613,8,-4.88,1,0.145,0.258,0.00372,0.123,0.473,75.023,166606,4
53,43,Fleetwood Mac,Little Lies - 2018 Remaster,3OKks9E1lZ0E8FOVMFZY49,0.643,0.655,2,-10.249,1,0.0255,0.213,0.000249,0.0462,0.878,124.731,219800,4
54,77,Trippie Redd,Taking A Walk,4mHgYpuGHu99Mw69E83CP2,0.767,0.538,0,-6.044,0,0.052,0.68,0.0,0.192,0.343,81.031,121680,4
55,11,Cosaint,2018 Facts,4C4iKptOHi2xQf6VIUXczW,0.815,0.505,9,-10.932,1,0.384,0.0953,0.0,0.319,0.56,74.998,174629,4
56,81,The Neighbourhood,You Get Me So High,7zwn1eykZtZ5LODrf7c0tS,0.551,0.881,7,-6.099,0,0.0542,0.186,0.0791,0.152,0.387,88.036,153000,4
57,67,Simply Red,Holding Back the Years - 2008 Remaster,1yg7fwwYmx9DQ2TdXUmfpJ,0.707,0.514,9,-8.885,0,0.0281,0.58,0.000159,0.0953,0.524,86.035,269840,4
58,79,Meek Mill,Going Bad (feat. Drake),2IRZnDFmlqMuOrYOLnZZyc,0.889,0.496,4,-6.365,0,0.0905,0.259,0.0,0.252,0.544,86.003,180522,4
59,48,015B,My Hair Is Green,64agZv9pDgEkQgfvNcBnBP,0.581,0.876,2,-4.959,0,0.177,0.253,2.65e-06,0.281,0.767,156.05,194280,4
60,83,Drake,God's Plan,6DCZcSspjsKoFjzjrWoCdn,0.754,0.449,7,-9.211,1,0.109,0.0332,8.29e-05,0.552,0.357,77.169,198973,4
61,7,Young Lungs,2018,5bvx7IuEdvPcIo0ZnSdIOB,0.759,0.409,3,-8.399,0,0.178,0.565,6.23e-05,0.112,0.693,75.019,115252,4
62,81,XXXTENTACION,Moonlight,0JP9xo3adEtGSdUEISiszL,0.921,0.537,9,-5.723,0,0.0804,0.556,0.00404,0.102,0.711,128.009,135090,4
63,19,Eagles,Funky New Year - 2013 Remaster,7tJS1cjSD1P8bodNGblYiK,0.657,0.538,9,-10.34,1,0.0591,0.0544,0.0343,0.332,0.785,90.81,241227,4
64,78,Kanye West,Violent Crimes,3s7MCdXyWmwjdcWh7GWXas,0.669,0.419,1,-6.724,0,0.522,0.376,0.0,0.187,0.0397,109.813,215320,4
65,45,Fleetwood Mac,Everywhere - 2018 Remaster,7BRMVjSXolblx6ZXliSaMl,0.74,0.465,4,-10.85,1,0.0325,0.253,0.0107,0.0927,0.682,114.959,223253,4
66,77,Juice WRLD,Armed And Dangerous,5wujBwqG7INdStqGd4tRMX,0.736,0.67,10,-6.702,1,0.311,0.186,0.0,0.114,0.845,130.032,169999,4
67,59,David Bowie,Five Years - 2012 Remaster,1JIzFhI9Lt5FyslawmHCBi,0.46,0.326,7,-10.699,1,0.0417,0.142,1.01e-05,0.0449,0.321,152.531,283753,3
68,76,Luke Combs,She Got the Best of Me,698eQRku24PIYPQPHItKlA,0.533,0.907,11,-3.793,1,0.0406,0.0292,0.0,0.386,0.7,150.99,183160,4
69,39,WRLD,Wishful Thinking - 2018,79hV9YHayd2RIzpgrxNVd8,0.662,0.797,6,-6.434,1,0.0367,0.11,0.0516,0.164,0.583,124.009,205161,4
70,78,Kali Uchis,"After The Storm (feat. Tyler, The Creator & Bootsy Collins)",1otG6j1WHNvl9WgXLWkHTo,0.702,0.659,4,-6.766,0,0.13,0.301,0.00201,0.218,0.843,79.64,207455,4
71,5,Suffused,Year 2008 - Timewave Remix,4DnuS2B49Op99i4EhPdXrQ,0.554,0.807,9,-7.823,1,0.0385,0.0717,0.93,0.0967,0.257,126.98,523465,4
72,82,Travis Scott,SICKO MODE,2xLMifQCjDGFmkHkpNLD9h,0.834,0.73,8,-3.714,1,0.222,0.00513,0.0,0.124,0.446,155.008,312820,4
73,22,APRE,Gap Year 2008,0Sbb2ST9tXiKBkQw7XUZrw,0.651,0.89,0,-4.745,0,0.0563,0.196,7.22e-05,0.301,0.866,149.979,237778,4
74,76,Trippie Redd,1400 / 999 Freestyle,75lcPkAkUsKWHGBlGM476R,0.825,0.572,6,-6.067,0,0.0864,0.0079,0.0,0.113,0.568,141.991,175954,4
75,40,Fleetwood Mac,Landslide - 2018 Remaster,5WLyTdKPldPGy25lTpmURT,0.433,0.292,7,-15.157,0,0.0307,0.859,0.00105,0.191,0.505,160.202,200413,4
76,76,Migos,Stir Fry,2UVbBKQOdFAekPTRsnkzcf,0.817,0.816,2,-5.402,1,0.269,0.00263,0.0,0.159,0.508,181.982,190288,4
77,1,Relaxation Meditation Songs Divine,2018 the Year of the Dog,0DGnO3rLCgKqfxmyax3Bjf,0.754,0.283,7,-14.575,1,0.201,0.164,0.618,0.213,0.497,179.939,145508,4
78,77,Vacations,Telephones,0JIMT9gzLIIz0esKLyjbKf,0.526,0.447,2,-9.268,1,0.0274,0.00283,0.0301,0.109,0.183,74.995,212432,4
79,21,Year 2087,FACE,6TuXb9tCFPnS9B6pjadUFn,0.512,0.676,2,-8.238,1,0.0776,0.00307,0.0,0.42,0.5,150.022,187200,4
80,80,Beach Bunny,Prom Queen,6MpCaSIOfqBqbMED4kXgNY,0.528,0.797,4,-7.487,1,0.0485,0.000391,0.011,0.14,0.751,143.785,136562,4
81,42,Fleetwood Mac,Go Your Own Way - 2018 Remaster,5Xuqdg5YKspLi862bT13hp,0.572,0.932,5,-6.395,1,0.0442,0.00528,0.0371,0.0835,0.657,136.041,219027,4
82,80,Joji,YEAH RIGHT,1VGzxJnVQND7Cg5H5wGj14,0.672,0.588,1,-9.573,1,0.133,0.619,0.241,0.0992,0.204,169.033,174358,4
83,5,Suffused,Year 2008 - Simon Firth Remix,72KWvWpo4gp2CJ3Z4elkHd,0.605,0.461,0,-13.29,1,0.0447,0.00297,0.87,0.107,0.493,124.002,532258,4
84,76,Metro Boomin,10 Freaky Girls (with 21 Savage),0AluA5RNsa4Cx6XRhf2hWZ,0.81,0.353,6,-9.931,0,0.31,0.588,0.0,0.102,0.0727,88.031,208293,4
85,61,Calvin Harris,One Kiss,6Mcd2tlwSiqsnMC85DF4Ns,0.753,0.852,9,-4.028,0,0.138,0.0319,8.63e-06,0.328,0.586,124.023,209040,4
86,80,Post Malone,Better Now,7dt6x5M1jzdTEt8oCbisTK,0.68,0.578,10,-5.804,1,0.04,0.331,0.0,0.135,0.341,145.038,231267,4
87,5,Suffused,Year 2008 - MSZ Remix,5VVPdKGSH7NcnaEGJQ93S9,0.584,0.865,9,-6.126,0,0.0339,0.000717,0.845,0.159,0.448,127.007,457306,4
88,76,Kanye West,Ghost Town,7vgTNTaEz3CsBZ1N4YQalM,0.573,0.545,7,-4.247,0,0.0288,0.0969,0.0,0.329,0.297,83.378,271387,4
89,40,Fleetwood Mac,Sara - Single; 2018 Remaster,3MjvXLXwQKvY6ZRzXHal7D,0.734,0.529,10,-12.129,1,0.0293,0.405,0.00215,0.161,0.549,127.015,276920,4
90,73,Morgan Wallen,The Way I Talk,21LRaD9rB3v7p7DDCZsW4y,0.604,0.879,4,-3.388,1,0.0322,0.0468,0.0,0.0909,0.757,137.983,208280,4
91,15,NerdOut,The 2018 Gaming Rap Up,0q8lgLvvOceJYYvKn0HDpC,0.893,0.751,10,-8.082,0,0.293,0.0096,0.0,0.167,0.508,135.877,332069,4
92,77,80purppp,Hex,7D7e6hm2LiNd6nLuJF6K9Q,0.845,0.398,5,-15.781,1,0.268,0.872,0.00713,0.159,0.482,109.996,122222,4
93,45,Foster The People,Pumped Up Kicks,2ED8sc40RVFvgqao2r3Qqn,0.733,0.71,5,-5.849,0,0.0292,0.145,0.115,0.0956,0.965,127.975,239600,4
94,81,MGMT,Little Dark Age,2Y0iGXY6m6immVb2ktbseM,0.705,0.712,6,-6.156,1,0.0385,0.0102,0.000855,0.1,0.62,97.512,299960,4
95,5,Suffused,Year 2008,47VMHA5OTq5Ze9VAKOe84v,0.576,0.733,0,-10.896,1,0.034,8.79e-05,0.868,0.1,0.0455,127.007,490131,4
96,77,Juice WRLD,Wasted (feat. Lil Uzi Vert),1a7WZZZH7LzyvorhpOJFTe,0.742,0.579,0,-5.024,1,0.202,0.0381,0.0,0.0952,0.502,144.994,258475,4
97,36,Fleetwood Mac,Hold Me - 2018 Remaster,1lnJ3iFyoxzL5jKlYgOMY1,0.701,0.758,3,-8.155,1,0.0328,0.365,0.0725,0.0615,0.853,125.761,224733,4
98,78,YNW Melly,Murder On My Mind,7eBqSVxrzQZtK2mmgRG6lC,0.759,0.73,0,-7.985,0,0.0516,0.145,3.06e-06,0.11,0.74,115.007,268434,4
99,10,tofusmell,2018,1YzEsN9viqQvYlU3mQfd8L,0.351,0.279,0,-14.713,1,0.0396,0.875,4.82e-05,0.151,0.349,83.264,114000,4
100,79,Lil Peep,Falling Down - Bonus Track,4jvjzW7Hm0yK4LvvE0Paz9,0.669,0.574,4,-6.442,0,0.0286,0.0175,0.00294,0.146,0.273,120.013,196400,4
101,39,Fleetwood Mac,As Long as You Follow - 2018 Remaster,12HlWPk7XLbogenA99DV6c,0.581,0.634,5,-7.139,1,0.0231,0.275,1.88e-06,0.335,0.575,102.605,260013,4
102,79,Joji,worldstar money (interlude),0baNzeUcPQnQSagpe8T0mD,0.577,0.387,7,-8.607,1,0.274,0.964,0.705,0.208,0.459,146.565,126312,1
103,5,Suffused,Year 2008 - Matteo Monero Remix,356F9flDEBFTCjC0LcMHVZ,0.551,0.898,2,-9.089,1,0.0368,0.0974,0.832,0.639,0.109,127.013,559312,4
104,82,Marshmello,Happier,2dpaYNEQHiRxtZbfNsse99,0.687,0.792,5,-2.749,1,0.0452,0.191,0.0,0.167,0.671,100.015,214290,4
105,34,Fleetwood Mac,Hypnotized - 2018 Remaster,07Hx52VDE1d0ioKIrch9MF,0.413,0.679,5,-12.559,0,0.0478,0.21,0.00325,0.0805,0.968,161.679,289307,3
106,77,Drake,Nice For What,3CA9pLiwRIGtUBiMjbZmRw,0.585,0.909,8,-6.474,1,0.0707,0.0891,9.7e-05,0.119,0.758,93.372,210747,4
107,5,Suffused,Year 2008 - Silinder Remix,0HP9v9unRQ4fvp9dP0zDx5,0.685,0.796,9,-5.732,0,0.0485,0.0003,0.819,0.25,0.173,123.011,441381,4
108,77,Sheck Wes,Mo Bamba,1xzBco0xcoJEDXktl7Jxrr,0.729,0.625,4,-5.266,1,0.0315,0.194,0.00986,0.248,0.261,146.034,183907,4
109,35,Fleetwood Mac,You Make Loving Fun - 2018 Remaster,4tQ0tZU5YNQSrwG1ayurdz,0.657,0.528,7,-9.755,0,0.0257,0.0249,0.0904,0.0713,0.873,125.802,216867,4
110,78,Summer Walker,Girls Need Love (with Drake) - Remix,14SaZBTjxlorHJQxXh01Hu,0.656,0.432,6,-9.481,0,0.217,0.443,0.0,0.132,0.0897,97.022,222374,4
111,5,Suffused,Year 2008 - Fernando Ferreyra Remix,27HscAQso7B4uHlccGdHdE,0.634,0.534,0,-10.48,1,0.0539,0.00274,0.858,0.758,0.228,127.002,615157,4
112,77,Playboi Carti,Fell In Luv (feat. Bryson Tiller),1s9DTymg5UQrdorZf43JQm,0.657,0.668,2,-6.208,1,0.136,0.0273,0.0,0.32,0.227,162.997,206333,4
113,36,Fleetwood Mac,Oh Well (Pt. 1) - Mono; 2018 Remaster,2dyCo0B5PvcbTcSpgZv51m,0.472,0.579,4,-10.533,0,0.131,0.265,0.0732,0.135,0.18,103.14,212507,4
114,81,Panic! At The Disco,High Hopes,1rqqCSm0Qe4I9rUvWncaom,0.579,0.904,5,-2.729,1,0.0618,0.193,0.0,0.064,0.681,82.014,190947,4
115,3,Paloalto,2018 (feat. YunB),64pPakl5rfhazEQ7DZiOw8,0.929,0.77,9,-2.602,0,0.128,0.519,0.0,0.123,0.271,121.002,182964,4
116,73,Morgan Wallen,Up Down (feat. Florida Georgia Line),3EWMoDIm6lzuR0zQKtuCJX,0.589,0.882,6,-3.039,1,0.035,0.0813,0.0,0.146,0.793,129.915,197253,4
117,36,Fleetwood Mac,Big Love - 2018 Remaster,3qoOu5YrvXbqyzOtmdneF8,0.71,0.747,10,-10.558,0,0.0482,0.0288,0.154,0.0741,0.618,125.376,222373,4
118,77,Khalid,Better,6zeeWid2sgw4lap2jV61PZ,0.596,0.552,0,-10.278,0,0.097,0.0765,0.334,0.104,0.112,97.949,229320,4
119,4,Suffused,Year 2008 - Rich Curtis Remix,6YGlGY9QgHM4XjABkQn6lC,0.781,0.569,7,-10.444,1,0.173,0.006,0.887,0.151,0.112,124.009,681532,4
120,75,Ski Mask The Slump God,Nuketown (feat. Juice WRLD),74lnM5V6ecvoTPV0fvptx9,0.808,0.617,10,-9.32,0,0.442,0.113,0.0,0.734,0.632,149.962,166400,4
121,35,StringStorm,Ten Thousand Years,2mLxRnBIF8czuThqRxIjE5,0.5,0.742,2,-13.368,0,0.0418,0.0101,2.22e-06,0.128,0.255,79.986,203807,4
122,76,Men I Trust,Show Me How,01TyFEZu6mHbffsVfxgrFn,0.791,0.267,5,-11.997,1,0.0415,0.674,0.534,0.102,0.544,165.99,215111,4
123,13,Otmar Eros,"Year 2016:, Pt. 2",3DfKQFbKLYCnzluGint477,0.139,0.0829,0,-20.026,1,0.0822,0.601,0.975,0.0869,0.0363,61.692,144149,4
124,82,Lauv,I Like Me Better,2P91MQbaiQOfbiz9VqhqKQ,0.752,0.505,9,-7.621,1,0.253,0.535,2.55e-06,0.104,0.419,91.97,197437,4
125,37,"Earth, Wind & Fire",September,7zUogmz7vHIVvsOSuSynKL,0.696,0.694,9,-11.577,1,0.031,0.144,3.02e-05,0.17,0.981,125.57,215973,4
126,77,A$AP Rocky,Sundress,2aPTvyE09vUCRwVvj0I8WK,0.721,0.707,6,-6.364,1,0.0595,0.181,3.68e-06,0.143,0.743,125.005,158206,4
127,14,Chus & Ceballos,"Best of 2018, Pt. 2 - Continuous DJ Mix",0P4ICmlRtYvZRDHoB3f4Aj,0.717,0.851,7,-10.443,1,0.0488,0.00157,0.755,0.0736,0.352,126.003,3611418,4
128,75,Lil Baby,Ready (feat. Gunna),4F6yN5FsFW10Ucx7cLCzBh,0.793,0.395,1,-5.578,1,0.385,0.277,1.4e-05,0.109,0.129,77.027,213287,4
129,31,Fleetwood Mac,Say You Love Me - 2018 Remaster,6GVynE5kXVXoOWksSqMp8B,0.687,0.784,9,-7.666,1,0.0275,0.0842,0.00404,0.132,0.893,128.648,242440,4
130,75,Ski Mask The Slump God,Faucet Failure,1ThmUihH9dF8EV08ku5AXN,0.935,0.552,10,-9.373,0,0.335,0.111,0.0,0.0952,0.615,99.993,145627,4
131,6,Suffused,Year 2008 - Deep Soul Duo Remix,6TUS7dmySfk0MbUGwRRBAx,0.599,0.769,11,-8.566,0,0.0283,0.00351,0.812,0.184,0.141,127.011,514016,4
132,76,Rainbow Kitten Surprise,It's Called: Freefall,474uVhyGgK5MtY9gMcDgGl,0.744,0.516,2,-6.365,1,0.0513,0.632,0.0,0.605,0.281,97.944,152293,4
133,36,Mark Ronson,Uptown Funk (feat. Bruno Mars),1oP75mIKhxUPbdYadfKAts,0.85,0.67,0,-5.327,1,0.0908,0.00974,8.11e-05,0.0228,0.935,115.017,270933,4
134,78,03 Greedo,Substance,0MoQI1EZGSHLhd5UBdxPol,0.599,0.32,3,-13.716,0,0.0787,0.26,0.0,0.106,0.197,70.998,219834,4
135,10,SOUL SCREAM,2018 - 今,64ZCOW5ulikHKOr0ymYRhN,0.823,0.638,4,-8.206,1,0.0965,0.0619,0.000885,0.0477,0.696,89.024,311333,4
136,76,Playboi Carti,R.I.P.,3L0IKstjUgDFVQAbQIRZRv,0.725,0.725,8,-6.067,0,0.159,0.0119,0.0,0.086,0.515,140.003,192027,4
137,39,TLC,No Scrubs,3okWQ7ykLevuruyk60bFgy,0.743,0.675,8,-4.267,0,0.0953,0.0251,0.000717,0.0685,0.59,92.909,214400,4
138,74,Lil Baby,Life Goes On,2bSk87AVkCIIC3Bcligq1z,0.716,0.541,1,-7.909,1,0.149,0.0021,0.0,0.115,0.387,139.978,247055,4
139,5,Suffused,Year 2008 - Andrius Budrikas,30VYelINxVkCEZ1ml3znha,0.528,0.87,2,-9.006,1,0.0395,0.00141,0.878,0.0576,0.105,127.008,520298,4
140,79,Zedd,The Middle,09IStsImFySgyp0pIQdqAc,0.753,0.657,7,-3.061,1,0.0449,0.171,0.0,0.112,0.437,107.01,184732,4
141,35,Camila Cabello,Havana (feat. Young Thug),3KrdXYHIv0fikr5qKOxRAq,0.745,0.544,7,-4.517,0,0.0303,0.169,5.33e-05,0.12,0.422,104.985,214773,4
142,75,Social House,Magic In The Hamptons (feat. Lil Yachty),2Yer0p7uB2lVBUAtANuuQp,0.769,0.479,1,-5.339,1,0.0385,0.66,0.0,0.0914,0.803,96.051,164640,4
143,5,Suffused,"Year 2008 - Airwave, Michael & Levan, Stiven Rivic Remix",2STiOJH61BusasbEmoiZXs,0.622,0.692,1,-8.648,1,0.0314,2.96e-05,0.774,0.113,0.0395,127.02,589606,4
144,78,Travis Scott,5% TINT,11kDth1aKUEUMq9r1pqyds,0.712,0.481,4,-5.415,0,0.0487,0.173,0.0,0.241,0.062,140.0,196138,4
145,16,Michael Constantino,2018 Mashup,1uL3K6Xjpz8uqW7JaUagd3,0.694,0.663,8,-5.684,1,0.0607,0.114,0.0,0.0934,0.6,105.053,235000,4
146,78,Mitski,Nobody,2P5yIMu2DNeMXTyOANKS6k,0.398,0.717,0,-5.253,1,0.0398,0.07,0.0,0.085,0.487,117.296,193429,4
